code	en	et
7133	decontamination worker	saaste-eemaldaja
7323	print folding operator	voltimismasina operaator
3331	import export specialist in office machinery and equipment	kontorimasinate ja -seadmete impordi ja ekspordi spetsialist
1344	social services manager	sotsiaalteenuste juht
3213	pharmacy assistant	apteegiabiline
1324	dairy products and edible oils distribution manager	piimatoodete ja toiduõlide turustusjuht
8142	pultrusion machine operator	pultrusioonimasina operaator
3312	student financial support coordinator	õppetoetuste koordinaator
2132	agricultural scientist	põllumajandusteadlane
2310	assistant lecturer	abiõppejõud
1341	nursery school head teacher	lasteaiajuhataja
9629	advertising installer	reklaamipaigadaja
5165	truck driving instructor	veokijuhtide õpetaja
2230	complementary therapist	täiendmeditsiiniterapeut
2151	battery simulation engineer	akusimulatsioonide insener
8121	spring maker	vedruvalmistaja
2432	fundraising manager	sponsorvahendite juht
2355	arts education officer	kunstiharidusametnik
3112	fire inspector	tuletõrjeinspektor
8171	digester operator	tselluloosikatla operaator
3113	calibration technician	kalibreerimistehnik
2144	marine engineer	merendusinsener
4323	ship pilot dispatcher	lootsiteenuse korraldaja
2265	prepared meals nutritionist	valmiseinete spetsialist
3131	geothermal power plant operator	geotermaalelektrijaama seadmete operaator
3313	bookkeeper	raamatupidaja
4323	gas scheduling representative	gaasivoo koordinaator
2310	computer science lecturer	arvutiteaduse õppejõud
2634	clinical psychologist	kliiniline psühholoog
8211	motor vehicle engine assembler	mootorsõidukimootorite koostaja
3323	timber trader	puidukaupleja
3359	fisheries observer	kalandusinspektor
3122	malt house supervisor	linnasetehase töödejuhataja
2149	logistics engineer	logistikainsener
2513	web developer	veebirakenduste arendaja
2132	agronomist	agronoom
2422	trade development officer	kaubandusarengu spetsialist
1324	import export manager in tobacco products	tubakatoodete impordi ja ekspordi juht
8212	control panel assembler	juhtpaneelide koostaja
2145	paper engineer	paberitehnoloog
2149	offshore renewable energy engineer	avamere taastuvenergia insener
7223	ornamental metal worker	metallide kunstiline töötleja
8114	stone polisher	kivilihvija
7115	fireplace installer	kaminapaigaldaja
5311	babysitter	lapsehoidja
2266	audiologist	audioloog
3118	product development engineering drafter	tootearendusjoonestaja
1221	banking products manager	pangandustoodete juht
2131	botanicals specialist	taimevalmististe spetsialist
2310	linguistics lecturer	keeleteaduse õppejõud
6112	vineyard cellar master	viinamarjaistanduse veinikeldri ülem
3259	covid tester	koroonaviiruse testija
7211	foundry moulder	metalli valuvormide valmistaja
2310	politics lecturer	poliitika õppejõud
7543	rolling stock assembly inspector	veeremikooste inspektor
4312	property assistant	kinnisvaraassistent
2153	telecommunications analyst	telekommunikatsiooni analüütik
8332	dangerous goods driver	ohtlikke veoseid vedav autojuht
2635	employment support worker	tööhõive valdkonna tugitöötaja
2114	geologist	geoloog
3412	adult community care worker	kohaliku omavalitsuse täiskasvanute hoolekandeteenuse spetsialist
7312	keyboard musical instrument maker	klahvpillimeister
1120	chief operating officer	tegevdirektor
5414	security consultant	turvanõustaja
0110	armed forces officer	sõjaväeohvitser
1321	operations manager	tootmisjuht
2619	coroner	kohtuarst
0110	army general	sõjaväekindral
8143	absorbent pad machine operator	absorbeerivate täidiste masina operaator
1324	import export manager in waste and scrap	jäätmete ja jääkide impordi ja ekspordi juht
2653	choreologist	koreoloog
8131	varnish maker	lakivalmistaja
3352	tax inspector	maksuhaldur
5222	checkout supervisor	vanemkassapidaja
3423	fitness instructor	fitnessiinstruktor
3253	community health worker	kohaliku omavalitsuse tervisetöötaja
7312	organ builder	orelimeister
8131	soap tower operator	seebipulbrimasina operaator
3122	animal feed supervisor	loomasöödatootmise töödejuhataja
3112	energy assessor	energiaauditi teostaja
3324	wholesale merchant in chemical products	keemiatoodete hulgikaupleja
7212	laser beam welder	laserkeevitaja
5211	market vendor	turumüüja
9333	mover	kolimistööline
4419	foreign language correspondence clerk	võõrkeelse kirjavahetuse sekretär
3339	talent agent	artisti agent
3324	wholesale merchant in tobacco products	tubakatoodete hulgikaupleja
3257	food regulatory advisor	toidualase õiguse nõustaja
7413	electricity distribution technician	jaotusvõrgu elektrik
3343	supply chain assistant	tarneahela assistent
2114	geochemist	geokeemik
6224	hunter	jahimees
3119	aviation safety officer	lennundusohutustöötaja
2149	test engineer	katsetamisinsener
2310	religious studies lecturer	usuteaduse õppejõud
1330	ICT environmental manager	IKT keskkonnajuht
9213	crop production worker	taimekasvatuse lihttööline
8312	level crossing signalperson	raudteeülesõidukoha reguleerija
7534	aircraft interior technician	õhusõiduki interjööri tehnik
8131	pill maker operator	tabletipressi operaator
0310	air force pilot	õhuväepiloot
1213	programme manager	programmijuht
3116	hazardous waste technician	ohtlike jäätmete käitlemise tehnik
2433	technical sales representative	tehnikamüügi esindaja
3311	mutual fund broker	investeerimisfondimaakler
2421	lean manager	lean juht
7534	motor vehicle upholsterer	mootorsõidukipolsterdaja
2166	performance video designer	videodisainer
3112	road maintenance technician	maanteehooldustehnik
3343	procurement support officer	hanketugiametnik
1345	primary school head teacher	algkooli direktor
7315	glass beveller	klaasipaigaldaja
8160	vermouth manufacturer	vermutivalmistaja
1321	green coffee coordinator	toorkohvi tootmisprotsessi koordinaator
2411	accounting analyst	raamatupidamisanalüütik
7215	ground rigger	Maapealne trossipaigaldaja
8342	bulldozer operator	buldooserijuht
2422	policy officer	poliitikaspetsialist
7223	scrap metal operative	metalli ümbertöötleja
0210	sergeant	seersant
8342	scraper operator	skreeperijuht
1219	power plant manager	elektrijaama juht
2422	public procurement specialist	riigihankespetsialist
3359	consumer rights advisor	tarbijaõiguste nõustaja
8212	wire harness assembler	ühenduskaablite koostaja
9112	train cleaner	rongikoristaja
2654	art director	kunstijuht
9111	domestic cleaner	koduabiline-koristaja
2642	editor-in-chief	peatoimetaja
3133	gas processing plant supervisor	gaasitöötlusseadmete töödejuhataja
3112	energy analyst	energiakasutuse analüütik
2355	drama teacher	harrastusnäitemängu õpetaja
2514	cloud identity manager	pilvtehnoloogia identiteedihaldur
3323	costume buyer	kostüümiala varustaja
2512	cloud DevOps engineer	pilvtehnoloogia DevOps insener
7543	product grader	tootehindaja
1349	museum director	muuseumijuht
2131	curator of horticulture	haljastusspetsialist
1324	import export manager in clothing and footwear	rõivaste ja jalatsite impordi ja ekspordi juht
5223	press and stationery specialised seller	perioodika ja kirjatarvete müüja
3151	marine chief engineer	laeva vanemmehaanik
7534	furniture upholsterer	mööblipolsterdaja
2411	audit supervisor	juhtivaudiitor
1222	communication manager	kommunikatsioonijuht
3115	marine mechatronics technician	laeva mehhatroonik
9333	warehouse order picker	laotöötaja-saadetisekoostaja
2511	IT auditor	IT-audiitor
7212	welding coordinator	keevituskoordinaator
3355	police inspector	politseiinspektor
2635	community social worker	kohaliku omavalitsuse sotsiaaltöötaja
7536	footwear hand sewer	jalatsite käsitsiõmbleja
8122	dip tank operator	kuumtsinkimismahuti operaator
1431	cultural centre director	kultuurikeskuse juhataja
2654	radio producer	raadioprodutsent
2652	sound artist	helikunstnik
7321	scanning operator	skannija
3324	wholesale merchant in clothing and footwear	rõivaste ja jalatsite hulgikaupleja
7523	nailing machine operator	naelutusmasina operaator
3123	glass installation supervisor	klaasimistööde juhataja
1346	pension scheme manager	pensioniskeemi juht
3255	sophrologist	lõõgastusterapeut
3334	real estate leasing manager	kinnisvaraliisingu haldur
2523	ICT network engineer	IKT võrguinsener
7321	prepress operator	proovitõmmiste tegija
8159	mattress making machine operator	madratsivalmistuse operaator
2652	choirmaster/choirmistress	koorijuht
2269	podiatrist	podiaater
1349	airspace manager	õhuruumi korraldamise juht
1213	social security administrator	sotsiaalkindlustusvaldkonna juht
5241	art model	kunstimodell
7233	crane technician	kraanamontöör
7224	metal polisher	metallipoleerija
7422	telecommunications equipment maintainer	telekommunikatsiooniseadmete hooldustehnik
3323	standalone public buyer	sõltumatu avaliku sektori hankija
2512	software architect	tarkvaraarhitekt
7312	violin maker	viiulimeister
3139	pulp control operator	tselluloositootmise juhtimisoperaator
1346	brokerage firm director	maaklerfirma juht
2269	cytotechnologist	rakutehnoloog
2320	cabin crew instructor	salongitöötajate koolitaja
4212	lottery operator	loteriikorraldaja
2261	dental hygienist	suuhügienist
7222	precision mechanic	täppismehaanik
2433	technical sales representative in the textile machinery industry	tekstiilitööstusmasinate tehnikamüügi esindaja
2163	clothing fashion designer	rõivadisainer
2163	costume designer	kostüümikunstnik
3259	assistant clinical psychologist	kliinilise psühholoogi assistent
5169	club host/club hostess	külaliste vastuvõtja
7531	hide grader	loomanahkade sortija
6122	poultry breeder	kodulindude kasvataja
2619	notary	notar
1345	education programme coordinator	haridusprogrammi koordinaator
2652	répétiteur	repetiitor
3334	letting agent	üüriagent
3134	gas processing plant operator	gaasitöötlusseadmestiku operaator
3115	optomechanical engineering technician	optomehaanikatehnik
2412	corporate banking adviser	korporatiivpanganduse nõustaja
2431	creative director	loovjuht
2145	cider master	siidrimeister
3314	statistical assistant	statistikaassistent
1349	legal service manager	õigusteenuste juht
8131	fermenter operator	fermenteerimisseadmete operaator
2642	entertainment journalist	meelelahutusajakirjanik
9334	shelf filler	kaubaladuja
6113	horticulture production manager	aiasaaduste tootmisjuht
2642	crime journalist	krimiajakirjanik
3324	wholesale merchant in wood and construction materials	puidu ja ehitusmaterjalide hulgikaupleja
1345	secondary school department head	üldhariduskooli vanema astme osakonna juhataja
5321	healthcare assistant	tervishoiu- ja hoolekandeasutuste hooldustöötaja
3331	import export specialist in waste and scrap	jäätmete ja jääkide impordi ja ekspordi spetsialist
8113	oil rig motorhand	puurplatvormi mehhaanik
7543	cigar inspector	sigariinspektor
2423	human resources officer	personaliametnik
2511	data analyst	andmeanalüütik
5142	beauty salon attendant	ilusalongi administraator
8160	chocolate moulding operator	šokolaadivormimismasina operaator
3132	wastewater treatment operator	reoveepuhastusjaama operaator
8212	electromechanical equipment assembler	elektromehaaniliste seadmete koostaja
1324	hardware, plumbing and heating equipment and supplies distribution manager	rauakaupade, veevarustus- ja kütteseadmete ning -tarvikute turustusjuht
6221	aquaculture mooring manager	vesiviljeluse sumbakorraldaja
7511	kosher slaughterer	loomade koššer tapja ja rümbakäitleja
3153	second officer	lennuki tüürimees
7511	kosher butcher	koššerliha lihunik
5411	mine rescue officer	kaevanduse päästetöötaja
2422	public health policy officer	tervisepoliitika spetsialist
1420	cosmetics and perfume shop manager	parfümeeria- ja kosmeetikatoodete kaupluse juhataja
3153	astronaut	astronaut
8181	dry press operator	kuivpressi operaator
2163	leather goods product developer	nahktoodete tootearendaja
7215	stagehand	lavatööline
5162	companion	ajaviiteseltsiline
2166	digital media designer	digimeedia kujundaja
8131	perfume production machine operator	parfüümide tootmisoperaator
2166	digital artist	digitaalkunstnik
5142	personal stylist	stilist
5131	waiter/waitress	söögisaali teenindaja
1412	restaurant manager	toitlustusjuht
1111	governor	halduspiirkonna juht
8172	wood router operator	ülafreesi operaator
2166	digital games designer	digimängude kujundaja
3331	import export specialist in electronic and telecommunications equipment	elektroonika- ja telekommunikatsiooniseadmete ning nende osade impordi ja ekspordi spetsialist
3435	fight director	võitlusstseenide juhendaja
5249	rental service representative in video tapes and disks	videokassettide ja DVD-de laenutuse müüja
2635	substance misuse worker	sõltlastega tehtava sotsiaaltöö spetsialist
2146	mine health and safety engineer	kaevanduse töökaitseinsener
2422	social services policy officer	sotsiaalhoolekandepoliitika spetsialist
3435	followspot operator	suundvalgustuse operaator
2141	production engineer	tootmisinsener
5163	funeral attendant	matusetalitaja
7223	swaging machine operator	stantsimismasina operaator
1324	import export manager in hides, skins and leather products	toornaha, naha ja nahktoodete impordi ja ekspordi juht
4321	inventory coordinator	laoarvestaja
2142	civil engineer	ehitusinsener
2144	aerospace engineer	kosmosetehnika insener
8219	furniture assembler	mööblikoostaja
4323	baggage flow supervisor	pagasikorraldaja
3118	electronics drafter	elektroonikajoonestaja
3522	telecommunications engineering technician	telekommunikatsiooni tehnik
6221	aquaculture harvesting technician	vesiviljeluse valmistoodangu tehnik
1420	drugstore manager	apteegi juhataja
8151	cotton gin operator	puuvillalõuguti operaator
2351	curriculum administrator	õppekava juht
2165	land surveyor	geodeet-maamõõtja
1420	computer shop manager	arvutikaupluse juhataja
4416	human resources assistant	personalitöö assistent
2114	mud logger	puurlahuse analüüsija
2422	parliamentary assistant	parlamendiliikme assistent
3331	import export specialist in tobacco products	tubakatoodete impordi ja ekspordi spetsialist
1221	promotion manager	müügiedenduse juht
2424	business coach	karjäärijuhtimise spetsialist
1324	import export manager in pharmaceutical goods	farmaatsiatoodete impordi ja ekspordi juht
2412	relationship banking manager	suhtepanganduse juht
2411	bankruptcy trustee	pankrotihaldur
9312	rail layer	rööpapaigaldaja
3132	wastewater treatment technician	reoveepuhastusjaama tehnik
7421	avionics technician	avioonikamehaanik
8183	footwear finishing and packing operator	jalatsite viimistlus- ja pakkimisoperaator
3359	weights and measures inspector	kaalu- ja mõõduinspektor
5223	floor and wall coverings specialised seller	põranda- ja seinakattematerjalide müüja
8212	printed circuit board assembler	trükkplaadikoostaja
2643	localiser	lokaliseerija
3115	vessel engine inspector	laeva mootoriinspektor
8131	wax bleacher	vaha valgendaja
1221	category manager	tooterühma juht
2310	mathematics lecturer	matemaatikaõppejõud
3116	chemical manufacturing quality technician	kemikaalide tootmiskvaliteedi kontrolli laborant
5169	escort	eskortteenuse pakkuja
8160	miller	mölder
7316	porcelain painter	portselanimaalija
2642	business journalist	majandusajakirjanik
1349	front of house manager	publikuala juht
1349	artistic director	kunstiline juht
8153	clothing alteration machinist	rõivatootmise mudeli kohandaja
2144	engine designer	mootorite projekteerija
3323	purchase planner	ostuplaneerija
7211	foundry operative	valukoja operaator
1324	import export manager in fruit and vegetables	puu- ja köögivilja impordi ja ekspordi juht
1324	import export manager in agricultural raw materials, seeds and animal feeds	põllumajanduslike toorainete, seemnete ja loomatoidu impordi ja ekspordi juht
5163	embalmer	lahkunu korrastaja
7515	malt master	linnasemeister
7313	jewellery repairer	väärisehete parandaja
3122	rolling stock assembly supervisor	veeremikooste töödejuhataja
2635	rehabilitation support worker	sotsiaalse rehabilitatsiooni tugispetsialist
3331	import export specialist in china and other glassware	portselani ja klaastoodete impordi ja ekspordi spetsialist
3514	webmaster	veebmeister
8343	container crane operator	konteinerikraana juht
1221	digital marketing manager	digitaalturunduse juht
7536	shoe repairer	jalatsiparandaja
2141	surface engineer	pinnatöötlustehnoloog
3521	projectionist	kino projektsionist
3114	optoelectronic engineering technician	optoelektroonikatehnik
1439	call centre manager	kõnekeskuse juht
7119	demolition worker	hoonelammutamise oskustööline
3334	housing manager	elamuhaldur
3331	import export specialist in perfume and cosmetics	parfüümide ja kosmeetika impordi ja ekspordi spetsialist
8350	decksman	tekimadrus
9333	stevedore superintendent	peastividor
1324	electrical household appliances distribution manager	kodumasinate turustusjuht
3257	hazardous waste inspector	ohtlike jäätmete inspektor
5249	rental manager	üüri- ja renditeenuse vanemmüüja
3324	wholesale merchant in live animals	elusloomade hulgikaupleja
3112	energy consultant	energiakasutuse nõustaja
2431	brand manager	kaubamärgi juht
2412	programme funding manager	programmilise rahastamise juht
7311	precision instrument assembler	täppisinstrumentide koostaja
3118	heating, ventilation, air conditioning (and refrigeration) drafter	kütte-, ventilatsiooni-, kliima- ja külmutusseadmete joonestaja
8160	fruit and vegetable canner	puu- ja köögiviljade konservija
8141	rubber dipping machine operator	lateksisse kastmise masina operaator
1322	mine production manager	kaevanduse tootmisjuht
2411	dividend analyst	dividendianalüütik
8157	laundry workers supervisor	pesula töödejuhataja
7512	confectioner	maiustusevalmistaja
2133	countryside officer	puhkemaastiku spetsialist
2431	advertising specialist	reklaamispetsialist
2113	fragrance chemist	lõhnaainete keemik
5223	music and video shop specialised seller	muusika- ja videokaupluse müüja
1324	beverages distribution manager	jookide turustusjuht
2149	patent engineer	patendiinsener
1324	agricultural machinery and equipment distribution manager	põllumajandusmasinate ja -seadmete turustusjuht
6221	aquaculture husbandry technician	vesiviljeluskasvanduse tehnik
3324	wholesale merchant in beverages	jookide hulgikaupleja
8160	cocoa mill operator	kakaoubade jahvatusmasina operaator
2523	ICT network architect	IKT võrguarhitekt
8160	liquor grinding mill operator	vedelmassiks jahvatava masina operaator
3435	assistant stage director	abinäitejuht
5223	delicatessen specialised seller	delikatessikaupluse müüja
2142	hydropower engineer	hüdroenergeetikainsener
3211	radiation therapist	kiiritusravi arst
7522	cabinet maker	mööblitisler
2164	urban planner	linnaplaneerija
7319	candle maker	küünlameister
1345	headteacher	haridusasutuse juht
2431	pricing specialist	hinnakujunduse spetsialist
9629	laundromat attendant	selvepesula klienditeenindaja
8181	glass forming machine operator	klaasivormimismasina operaator
3354	immigration adviser	sisserännanute nõustaja
2511	ICT system architect	IKT-süsteemide arhitekt
1420	confectionery shop manager	maiustuste kaupluse juhataja
9412	kitchen assistant	köögiabiline
2132	livestock advisor	loomakasvatuse konsulent
3331	import export specialist in textiles and textile semi-finished and raw materials	tekstiili, tekstiilitoorme ja pooltoodete impordi ja ekspordi spetsialist
5132	cocktail bartender	kokteilivalmistaja
3311	asset manager	varahaldur
1213	tourism policy director	turismipoliitika juht
1330	chief data officer	andmehaldusjuht
2145	pharmaceutical engineer	ravimitehnoloog
1349	book publisher	raamatukirjastaja
3122	motor vehicle assembly supervisor	mootorsõiduki koostamise töödejuhataja
8219	bicycle assembler	jalgrattakoostaja
9629	amusement and recreation attendant	ürituse- ja puhkusekorralduse lihttööline
2511	computer scientist	arvutiteadlane
3122	wood assembly supervisor	puittoodete koostamise kontrollija
8160	cider fermentation operator	siidrikääritamise operaator
2621	archivist	arhivaar
2133	conservation scientist	looduskaitseteadlane
8160	food production operator	toiduainete tootmise operaator
3152	deck officer	laeva tekiohvitser
3324	waste broker	jäätmemaakler
2423	employment and vocational integration consultant	tööhõive ja tööalase lõimimise nõustaja
7122	carpet fitter	vaibapaigaldaja
0110	squadron leader	eskadrilliülem
7313	jewellery polisher	väärisehete poleerija
1345	dean of faculty	teaduskonna dekaan
0110	army major	sõjaväemajor
3324	commodity trader	kaubakaupleja
9333	distribution centre dispatcher	jaotuskeskuse korraldaja
3435	extra	statist
1321	leather goods production manager	nahktoodete tootmisjuht
2261	dental practitioner	hambaarst
3154	flight operations officer	lennukorraldaja
9611	refuse collector	jäätmekoguja
2641	lyricist	laulusõnade kirjutaja
3123	underwater construction supervisor	veealuste konstruktsioonitööde juhataja
3115	vessel engine tester	laeva mootoritestija
2431	product and services manager	teenuste ja toodete valdkonna juht
9211	vineyard worker	viinamarjaistanduse tööline
2269	animal assisted therapist	loomateraapia praktik
8156	footwear maintenance technician	jalatsitootmismasinate hooldustehnik
5151	hotel butler	hotelli ülemteener
7536	leather goods hand stitcher	nahktoodete käsitsiõmbleja
2152	instrumentation engineer	mõõtetehnika insener
2151	mine electrical engineer	kaevanduse elektriinsener
3111	metrology technician	mõõtetehnik
2433	technical sales representative in office machinery and equipment	büroomasinate ja -seadmete tehnikamüügi esindaja
2152	microelectronics materials engineer	mikroelektroonika materjalide insener
7535	leather sorter	nahasortija
3331	import export specialist in metals and metal ores	metallide ja metallimaakide impordi ja ekspordi spetsialist
2621	zoo registrar	loomaaia kollektsioonijuht
2310	chemistry lecturer	keemia õppejõud
8322	private chauffeur	isiklik autojuht
3331	import export specialist in electrical household appliances	elektriliste kodumasinate impordi ja ekspordi spetsialist
2320	physical education vocational teacher	kehakultuuri eriala kutseõpetaja
6113	landscape gardener	maastikuaednik
8141	foam rubber mixer	vahtkummi valmistaja
1420	flower and garden shop manager	lille- ja aianduskaupluse juhataja
8141	V-belt coverer	kiilrihmakatja
2250	animal osteopath	veterinaarosteopaat
1324	sugar, chocolate and sugar confectionery distribution manager	suhkru, šokolaadi ja suhkrukondiitritoodete turustusjuht
2133	environmental technician	keskkonnatehnik
7411	event electrician	ürituste elektrik
2655	voice-over artist	häälnäitleja
2330	philosophy teacher secondary school	üldhariduskooli vanema astme filosoofiaõpetaja
1330	ICT vendor relationship manager	IKT-tarnesuhete haldur
2149	autonomous driving specialist	isejuhtivate sõidukite spetsialist
3315	loss adjuster	kahjuhindaja
3321	insurance underwriter	kindlustuse riskihindaja
3315	personal property appraiser	vallasvara hindaja
6221	aquaculture hatchery technician	vesiviljelushaudejaama tehnik
1219	security manager	turvajuht
3331	import export specialist in chemical products	keemiatoodete impordi ja ekspordi spetsialist
4323	tram controller	trammidispetšer
3117	geotechnician	geotehnik
4212	race track operator	hipodroomi operaator
2131	animal feed nutritionist	loomasööda toitumisspetsialist
5212	street food vendor	tänavatoidu müüja
1324	import export manager in electrical household appliances	kodumasinate impordi ja ekspordi juht
7212	electron beam welder	elektronkiirkeevitaja
1114	special-interest groups' official	ühiskondliku huviorganisatsiooni juht
8122	anodising machine operator	anodeerimismasina operaator
2310	engineering lecturer	tehnikaõppejõud
5112	train conductor	rongisaatja
6121	pig breeder	seakasvataja
7322	offset printer	ofsettrükkal
5419	emergency response worker	hädaolukorra päästetöötaja
7214	dismantling worker	lammutaja
6221	aquaculture recirculation technician	vee retsirkulatsiooniga vesiviljelussüsteemide tehnik
3111	material testing technician	materjalide katsetamise tehnik
4212	casino gaming manager	kasiino vahetusevanem
2269	art therapist	kunstiterapeut
8143	corrugator operator	lainepapimasina operaator
7313	silversmith	hõbesepp
3324	wholesale merchant in agricultural machinery and equipment	põllumajandusmasinate ja -seadmete hulgikaupleja
2250	general veterinarian	üldveterinaararst
2642	political journalist	poliitikaajakirjanik
1321	industrial production manager	tööstuse tootmisjuht
5414	hospitality establishment security officer	majutusasutuse turvatöötaja
7223	drilling machine operator	metallipuurmasina operaator
2641	script writer	stsenarist
7318	fishing net maker	kalavõrgu valmistaja
2651	ceramicist	keraamik
2145	chemical engineer	keemiainsener
8142	compression moulding machine operator	survevormimismasina operaator
2643	subtitler	subtitreerija
2141	homologation engineer	vastavusinsener
2359	e-learning developer	e-õppematerjalide koostaja
7222	tool and die maker	tööriistalukksepp ja stantsivalmistaja
2651	cartoonist	karikaturist
7421	vehicle electronics installer	sõidukielektroonika paigaldaja
8160	cigarette making machine operator	sigaretitootmismasina operaator
8153	embroidery machine operator	masintikkija
2636	minister of religion	vaimulik
7126	plumber	torulukksepp
8160	refining machine operator	rafineerimismasina operaator
3119	footwear quality control laboratory technician	jalatsitööstuse kvaliteedikontrollilabori tehnik
2411	accountant	pearaamatupidaja
1420	bicycle shop manager	jalgrattakaupluse juhataja
3115	mechatronics engineering technician	mehhatroonikatehnik
8131	tracer powder blender	süüturites kasutatava pulbri segaja
1324	meat and meat products distribution manager	liha ja lihatoodete turustusjuht
3152	skipper	laevakapten siseveekogudel
1343	elderly home manager	hooldekodu juht
8344	forklift operator	kahveltõstukijuht
8342	excavator operator	ekskavaatorijuht
2131	biologist	bioloog
2654	podcast producer	taskuhäälinguprodutsent
7126	irrigation system installer	niisutussüsteemide paigaldaja
1349	document management officer	dokumendihalduse ametnik
1223	footwear product development manager	jalatsitööstuse tootearendusjuht
1342	clinical informatics manager	terviseteabe juht
3331	import export specialist in machine tools	tööpinkide impordi ja ekspordi spetsialist
3115	aircraft engine inspector	õhusõiduki mootoriinspektor
2161	interior architect	sisearhitekt
2142	mining geotechnical engineer	kaevanduse geotehnikainsener
9311	mining assistant	kaevanduse lihttööline
4226	veterinary receptionist	veterinaarkliiniku vastuvõtutöötaja
2131	marine biologist	merebioloog
1311	forester	metsnik
7131	marine painter	laevamaaler
1420	fuel station manager	tankla juhataja
3112	construction quality inspector	ehituskonstruktsioonide kvaliteediinspektor
3435	theatre technician	teatritehnik
1330	ICT operations manager	IKT-taristu juht
2330	mathematics teacher at secondary school	üldhariduskooli vanema astme matemaatikaõpetaja
3112	building inspector	ehitusinspektor
7422	mobile phone repair technician	mobiiltelefonide hooldustehnik
2149	nuclear engineer	tuumaenergeetika insener
7511	halal slaughterer	loomade halal tapja ja rümbakäitleja
2151	substation engineer	alajaama insener
3133	gas station operator	gaasitöötlusjaama operaator
3339	auctioneer	oksjonipidaja
3432	merchandiser	kauba väljapanija
5111	flight attendant	salongimeeskonna liige
5311	au pair	au pair
2354	music teacher	muusikaharrastuse õpetaja
1112	fire commissioner	tuleohutuse ülem
9312	road maintenance worker	teeremonditööline
3152	ship captain	laevakapten
2512	software developer	tarkvaraarendaja
0110	air force officer	õhuväeohvitser
7413	street lighting electrician	tänavavalgustuselektrik
1420	beverages shop manager	joogikaupluse juhataja
8156	leather goods maintenance technician	nahktootemasinate hooldustehnik
1330	software manager	tarkvarajuht
3131	power plant control room operator	elektriseadmestiku juhtimisruumi operaator
3331	import export specialist in textile industry machinery	tekstiilitööstusmasinate impordi ja ekspordi spetsialist
3141	bacteriology technician	bakterioloogiatehnik
3331	import export specialist in coffee, tea, cocoa and spices	kohvi, tee, kakao ja maitseainete impordi ja ekspordi spetsialist
2641	literary scholar	kirjandusteadlane
3324	wholesale merchant in flowers and plants	lillede ja taimede hulgikaupleja
2145	biochemical engineer	biotehnoloogia insener
4323	aircraft cargo operations coordinator	õhutranspordi lastimisspetsialist
7113	stonemason	kiviraidur
3139	clothing process control technician	rõivatootmise protsessijuhtimise tehnik
3412	care home worker	koduhooldaja
3154	aeronautical information specialist	aeronavigatsiooniteabe spetsialist
6210	forest ranger	metsavaht
7233	forestry machinery technician	metsatöömasinate tehnik
7123	plasterer	krohvija
9622	handyperson	remonditööline
5223	telecommunications equipment specialised seller	sideseadmete müüja
8159	nonwoven textile technician	lausriide valmistaja
1349	medical laboratory manager	meditsiinilabori juht
8160	liquor blender	alkohoolsete jookide segamismasina operaator
1439	tourist information centre manager	turismiinfokeskuse juhataja
7412	household appliances repair technician	kodumasinate hooldusmehaanik
2250	animal hydrotherapist	veterinaarhüdroterapeut
1439	contact centre manager	kontaktkeskuse juht
3339	advertising sales agent	reklaamimüüja
8160	flour purifier operator	jahupuhasti operaator
1344	youth centre manager	noortekeskuse juhataja
7321	screen making technician	siidtrükišabloonide tehnik
7312	idiophone musical instruments maker	idiofonimeister
1324	road transport division manager	maanteetranspordi osakonna juht
4323	move coordinator	kolimiskorraldaja
3122	chemical processing supervisor	keemiatööstuse töödejuhataja
8212	electrical cable assembler	elektrikaablite koostaja
9321	hand packer	käsitsipakkija
6111	agronomic crop production team leader	põllukultuuride tootmise rühmajuht
1212	human resources manager	personalijuht
5141	performance hairdresser	meelelahutustööstuse juuksur-stilist
3411	justice of the peace	rahukohtunik
4323	rail traffic controller	raudteeliikluse dispetšer
2652	musician	muusik
2432	political party agent	erakonna peasekretär
2330	drama teacher secondary school	üldhariduskooli vanema astme draamaõpetaja
8160	bulk filler	mahutitäitja
5164	zookeeper	loomaaia loomatalitaja
1420	second-hand shop manager	kasutatud kaupade kaupluse juhataja
7233	agricultural machinery technician	põllumajandusseadmete tehnik
3423	personal trainer	personaaltreener
3331	import export specialist in dairy products and edible oils	piimatoodete ja toiduõli impordi ja ekspordi spetsialist
8154	textile finishing machine operator	tekstiiliviimistlusmasina operaator
2422	foreign affairs officer	välisasjade ametnik
9412	kitchen porter	köögikoristaja
4226	receptionist	administraator
3115	welding inspector	keevitusinspektor
2635	bereavement counsellor	leinanõustaja
2422	education policy officer	hariduspoliitika spetsialist
5223	specialised antique dealer	antiigikaupluse müüja
3117	mine safety officer	kaevanduse ohutusametnik
9129	drapery and carpet cleaner	kardinate ja vaipade puhastaja
5169	dating service consultant	tutvumisteenuse konsultant
4321	raw material reception operator	tooraine vastuvõtu operaator
5249	rental service representative in cars and light motor vehicles	sõiduautode ja väikebusside renditeenuse müüja
3315	gemmologist	gemmoloog
3255	physiotherapy assistant	füsioterapeudi assistent
8212	electronic musical instrument maker	elektrooniliste muusikainstrumentide valmistaja
1420	eyewear and optical equipment shop manager	prillide ja optikaseadmete kaupluse juhataja
2352	special educational needs teacher primary school	algklasside eripedagoog
7421	consumer electronics repair technician	olmeelektroonika hooldustehnik
